都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
38201,0000002525,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,居宅療養管理指導,松山市松末2-19-36,,33.8270165,132.7882757,,,,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002526,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,通所リハビリテーション,松山市松末2ｰ19ｰ36,,33.8270165,132.7882757,089-943-7717,,089-921-1981,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002527,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,介護予防訪問看護,松山市松末2-19-36,,33.8270165,132.7882757,089-943-7717,,,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002528,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,介護予防訪問リハビリテーション,松山市松末2-19-36,,33.8270165,132.7882757,089-943-7717,,,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002529,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,介護予防居宅療養管理指導,松山市松末2-19-36,,33.8270165,132.7882757,089-943-7717,,,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002530,愛媛県,松山市,松山城東病院,ﾏﾂﾔﾏｼﾞｮｳﾄｳﾋﾞｮｳｲﾝ,介護予防通所リハビリテーション,松山市松末2ｰ19ｰ36,,33.8270165,132.7882757,089-943-7717,,,,医療法人社団  慈生会,3810129282,,,,,
38201,0000002531,愛媛県,松山市,重見循環器科内科,ｼｹﾞﾐｼﾞｭﾝｶﾝｷｶﾅｲｶ,居宅療養管理指導,松山市古三津5ｰ8ｰ1,,33.8563503,132.7266719,,,,,医療法人  重見循環器科内科,3810129357,,,,,
38201,0000002532,愛媛県,松山市,重見循環器科内科,ｼｹﾞﾐｼﾞｭﾝｶﾝｷｶﾅｲｶ,通所リハビリテーション,松山市古三津5ｰ8ｰ1,,33.8563503,132.7266719,089-953-1330,,,,医療法人  重見循環器科内科,3810129357,,,,,
38201,0000002533,愛媛県,松山市,重見循環器科内科,ｼｹﾞﾐｼﾞｭﾝｶﾝｷｶﾅｲｶ,介護予防居宅療養管理指導,松山市古三津5ｰ8ｰ1,,33.8563503,132.7266719,089-953-1330,,,,医療法人  重見循環器科内科,3810129357,,,,,
38201,0000002534,愛媛県,松山市,重見循環器科内科,ｼｹﾞﾐｼﾞｭﾝｶﾝｷｶﾅｲｶ,介護予防通所リハビリテーション,松山市古三津5ｰ8ｰ1,,33.8563503,132.7266719,089-953-1330,,,,医療法人  重見循環器科内科,3810129357,,,,,
38201,0000002535,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,訪問看護,松山市土居田町58-3,,33.8211639,132.7537462,,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002536,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,訪問リハビリテーション,松山市土居田町58-3,,33.8211639,132.7537462,,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002537,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,居宅療養管理指導,松山市土居田町58-3,,33.8211639,132.7537462,,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002538,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,通所リハビリテーション,松山市土居田町58-3,,33.8211639,132.7537462,089-932-6262,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002539,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,介護予防訪問看護,松山市土居田町58-3,,33.8211639,132.7537462,089-932-6262,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002540,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,介護予防訪問リハビリテーション,松山市土居田町58-3,,33.8211639,132.7537462,089-932-6262,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002541,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,介護予防居宅療養管理指導,松山市土居田町58-3,,33.8211639,132.7537462,089-932-6262,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002542,愛媛県,松山市,三宅内科胃腸科,ﾐﾔｹﾅｲｶｲﾁｮｳｶ,介護予防通所リハビリテーション,松山市土居田町58-3,,33.8211639,132.7537462,089-932-6262,,,,医療法人  三宅内科胃腸科,3810129365,,,,,
38201,0000002543,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,訪問看護,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002544,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,訪問リハビリテーション,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002545,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,居宅療養管理指導,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002546,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,通所リハビリテーション,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002547,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,介護予防訪問看護,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002548,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,介護予防訪問リハビリテーション,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002549,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,介護予防居宅療養管理指導,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002550,愛媛県,松山市,浦岡胃腸クリニック,ｳﾗｵｶｲﾁｮｳｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市石手4ｰ3-10,,33.8441176,132.7931321,089-932-1133,,,,医療法人社団　浦岡胃腸クリニック,3810129456,,,,,
38201,0000002551,愛媛県,松山市,清家整形外科,ｾｲｹｾｲｹｲｹﾞｶ,居宅療養管理指導,松山市小坂1ｰ2-39,,33.8339492,132.7816682,,,,,＊,3810129472,,,,,
38201,0000002552,愛媛県,松山市,清家整形外科,ｾｲｹｾｲｹｲｹﾞｶ,通所リハビリテーション,松山市小坂1ｰ2-39,,33.8339492,132.7816682,089-943-4368,,,,＊,3810129472,,,,,
38201,0000002553,愛媛県,松山市,清家整形外科,ｾｲｹｾｲｹｲｹﾞｶ,介護予防居宅療養管理指導,松山市小坂1ｰ2-39,,33.8339492,132.7816682,089-943-4368,,,,＊,3810129472,,,,,
38201,0000002554,愛媛県,松山市,清家整形外科,ｾｲｹｾｲｹｲｹﾞｶ,介護予防通所リハビリテーション,松山市小坂1ｰ2-39,,33.8339492,132.7816682,089-943-4368,,,,＊,3810129472,,,,,
38201,0000002555,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,訪問看護,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002556,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,訪問リハビリテーション,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002557,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,居宅療養管理指導,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002558,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,通所リハビリテーション,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002559,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,介護予防訪問看護,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002560,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,介護予防訪問リハビリテーション,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002561,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,介護予防居宅療養管理指導,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002562,愛媛県,松山市,そのだ心療内科,ｿﾉﾀﾞｼﾝﾘｮｳﾅｲｶ,介護予防通所リハビリテーション,松山市和泉南5ｰ1ｰ21,,33.8124481,132.7603444,089-956-1884,,,,医療法人　そのだ心療内科,3810129480,,,,,
38201,0000002563,愛媛県,松山市,須賀医院,ｽｶﾞｲｲﾝ,居宅療養管理指導,松山市三番町4-2-5,,33.8377958,132.7640964,089-931-1242,,089-931-1256,,医療法人  須賀医院,3810129498,,,,,
38201,0000002564,愛媛県,松山市,須賀医院,ｽｶﾞｲｲﾝ,通所リハビリテーション,松山市三番町4-2-5,,33.8377958,132.7640964,089-931-1242,,,,医療法人  須賀医院,3810129498,,,,,
38201,0000002565,愛媛県,松山市,須賀医院,ｽｶﾞｲｲﾝ,介護予防居宅療養管理指導,松山市三番町4-2-5,,33.8377958,132.7640964,089-931-1242,,,,医療法人  須賀医院,3810129498,,,,,
38201,0000002566,愛媛県,松山市,須賀医院,ｽｶﾞｲｲﾝ,介護予防通所リハビリテーション,松山市三番町4-2-5,,33.8377958,132.7640964,089-931-1242,,,,医療法人  須賀医院,3810129498,,,,,
38201,0000002567,愛媛県,松山市,さなだ眼科,ｻﾅﾀﾞｶﾞﾝｶ,居宅療養管理指導,松山市東長戸1ｰ8ｰ6,,33.8689562,132.7549269,,,,,＊,3810129555,,,,,
38201,0000002568,愛媛県,松山市,さなだ眼科,ｻﾅﾀﾞｶﾞﾝｶ,通所リハビリテーション,松山市東長戸1ｰ8ｰ6,,33.8689562,132.7549269,089-926-3377,,,,＊,3810129555,,,,,
38201,0000002569,愛媛県,松山市,さなだ眼科,ｻﾅﾀﾞｶﾞﾝｶ,介護予防居宅療養管理指導,松山市東長戸1ｰ8ｰ6,,33.8689562,132.7549269,089-926-3377,,,,＊,3810129555,,,,,
38201,0000002570,愛媛県,松山市,さなだ眼科,ｻﾅﾀﾞｶﾞﾝｶ,介護予防通所リハビリテーション,松山市東長戸1ｰ8ｰ6,,33.8689562,132.7549269,089-926-3377,,,,＊,3810129555,,,,,
38201,0000002571,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,訪問看護,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002572,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,訪問リハビリテーション,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002573,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,居宅療養管理指導,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002574,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,通所リハビリテーション,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002575,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,介護予防訪問看護,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002576,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,介護予防訪問リハビリテーション,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002577,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,介護予防居宅療養管理指導,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002578,愛媛県,松山市,澤原産婦人科皮フ科,ｻﾜﾊﾗｻﾝﾌｼﾞﾝｶﾋﾌｶ,介護予防通所リハビリテーション,松山市古三津5ｰ4ｰ34,,33.856317,132.7282356,089-951-0311,,,,医療法人　光信会,3810129563,,,,,
38201,0000002579,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,訪問看護,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002580,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,訪問リハビリテーション,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002581,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,居宅療養管理指導,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002582,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,通所リハビリテーション,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002583,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,介護予防訪問看護,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002584,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,介護予防訪問リハビリテーション,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002585,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,介護予防居宅療養管理指導,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002586,愛媛県,松山市,よしおか眼科・さかい産婦人科,ﾖｼｵｶｶﾞﾝｶ･ｻｶｲｻﾝﾌｼﾞﾝｶ,介護予防通所リハビリテーション,松山市内宮町甲512ｰ9,,33.891718,132.748624,089-978-3888,,,,医療法人　酒井産婦人科,3810129571,,,,,
38201,0000002587,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,訪問看護,松山市中一万町5ｰ10,,33.8467611,132.7741912,,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002588,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,訪問リハビリテーション,松山市中一万町5ｰ10,,33.8467611,132.7741912,,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002589,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,居宅療養管理指導,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-943-0150,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002590,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,通所リハビリテーション,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-933-6329,,089-947-5999,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002591,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,短期入所療養介護,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-943-0150,,089-947-5999,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002592,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護療養型医療施設,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-943-0150,,089-947-5999,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002593,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護予防訪問看護,松山市中一万町5ｰ10,,33.8467611,132.7741912,,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002594,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護予防訪問リハビリテーション,松山市中一万町5ｰ10,,33.8467611,132.7741912,,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002595,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護予防居宅療養管理指導,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-943-0150,,,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002596,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護予防通所リハビリテーション,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-933-6329,,089-947-5999,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002597,愛媛県,松山市,浦屋病院,ｳﾗﾔﾋﾞｮｳｲﾝ,介護予防短期入所療養介護,松山市中一万町5ｰ10,,33.8467611,132.7741912,089-943-0150,,089-947-5999,,医療法人社団  酉仁会,3810129639,,,,,
38201,0000002598,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,訪問看護,松山市若葉町7ｰ21,,33.8571013,132.7169021,,,,,＊,3810129746,,,,,
38201,0000002599,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,居宅療養管理指導,松山市若葉町7ｰ21,,33.8571013,132.7169021,,,,,＊,3810129746,,,,,
38201,0000002600,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,通所リハビリテーション,松山市若葉町7ｰ21,,33.8571013,132.7169021,089-951-2520,,,,＊,3810129746,,,,,
38201,0000002601,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,介護予防訪問看護,松山市若葉町7ｰ21,,33.8571013,132.7169021,089-951-2520,,,,＊,3810129746,,,,,
38201,0000002602,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,介護予防居宅療養管理指導,松山市若葉町7ｰ21,,33.8571013,132.7169021,089-951-2520,,,,＊,3810129746,,,,,
38201,0000002603,愛媛県,松山市,束村内科医院,ﾂｶﾑﾗﾅｲｶｲｲﾝ,介護予防通所リハビリテーション,松山市若葉町7ｰ21,,33.8571013,132.7169021,089-951-2520,,,,＊,3810129746,,,,,
38201,0000002604,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,訪問看護,松山市三番町5ｰ10-15,,33.8382723,132.7641918,,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002605,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,訪問リハビリテーション,松山市三番町5ｰ10-15,,33.8382723,132.7641918,,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002606,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,居宅療養管理指導,松山市三番町5ｰ10-15,,33.8382723,132.7641918,,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002607,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,通所リハビリテーション,松山市三番町5ｰ10-15,,33.8382723,132.7641918,089-941-7585,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002608,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,介護予防訪問看護,松山市三番町5ｰ10-15,,33.8382723,132.7641918,089-941-7585,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002609,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,介護予防訪問リハビリテーション,松山市三番町5ｰ10-15,,33.8382723,132.7641918,089-941-7585,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002610,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,介護予防居宅療養管理指導,松山市三番町5ｰ10-15,,33.8382723,132.7641918,089-941-7585,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002611,愛媛県,松山市,飯尾小児科内科,ｲｲｵｼｮｳﾆｶﾅｲｶ,介護予防通所リハビリテーション,松山市三番町5ｰ10-15,,33.8382723,132.7641918,089-941-7585,,,,医療法人　飯尾小児科内科,3810129753,,,,,
38201,0000002612,愛媛県,松山市,稲田内科消化器科医院,ｲﾅﾀﾞﾅｲｶｼｮｳｶｷｶｲｲﾝ,居宅療養管理指導,松山市鴨川3ｰ3ｰ13,,33.8731745,132.748321,,,,,＊,3810129779,,,,,
38201,0000002613,愛媛県,松山市,稲田内科消化器科医院,ｲﾅﾀﾞﾅｲｶｼｮｳｶｷｶｲｲﾝ,通所リハビリテーション,松山市鴨川3ｰ3ｰ13,,33.8731745,132.748321,089-924-8188,,,,＊,3810129779,,,,,
38201,0000002614,愛媛県,松山市,稲田内科消化器科医院,ｲﾅﾀﾞﾅｲｶｼｮｳｶｷｶｲｲﾝ,介護予防居宅療養管理指導,松山市鴨川3ｰ3ｰ13,,33.8731745,132.748321,089-924-8188,,,,＊,3810129779,,,,,
38201,0000002615,愛媛県,松山市,稲田内科消化器科医院,ｲﾅﾀﾞﾅｲｶｼｮｳｶｷｶｲｲﾝ,介護予防通所リハビリテーション,松山市鴨川3ｰ3ｰ13,,33.8731745,132.748321,089-924-8188,,,,＊,3810129779,,,,,
38201,0000002616,愛媛県,松山市,久米窪田クリニック,ｸﾒｸﾎﾞﾀｸﾘﾆｯｸ,訪問看護,松山市久米窪田町1147,,33.8083717,132.8086178,,,,,医療法人　久米窪田クリニック,3810129688,,,,,
38201,0000002617,愛媛県,松山市,久米窪田クリニック,ｸﾒｸﾎﾞﾀｸﾘﾆｯｸ,通所リハビリテーション,松山市久米窪田町1147,,33.8083717,132.8086178,089-976-3355,,089-976-3355,,医療法人　久米窪田クリニック,3810129688,,,,,
38201,0000002618,愛媛県,松山市,久米窪田クリニック,ｸﾒｸﾎﾞﾀｸﾘﾆｯｸ,居宅介護支援,松山市久米窪田町1147,,33.8083717,132.8086178,089-976-3355,,089-976-3355,,医療法人　久米窪田クリニック,3810129688,,,,,
38201,0000002619,愛媛県,松山市,久米窪田クリニック,ｸﾒｸﾎﾞﾀｸﾘﾆｯｸ,介護予防訪問看護,松山市久米窪田町1147,,33.8083717,132.8086178,,,,,医療法人　久米窪田クリニック,3810129688,,,,,
38201,0000002620,愛媛県,松山市,久米窪田クリニック,ｸﾒｸﾎﾞﾀｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市久米窪田町1147,,33.8083717,132.8086178,089-976-3355,,089-976-3355,,医療法人　久米窪田クリニック,3810129688,,,,,
38201,0000002621,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,訪問看護,松山市北条辻609-1,,33.9674446,132.7728388,,,,,医療法人  フェニックス,3811110026,,,,,
38201,0000002622,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,訪問リハビリテーション,松山市北条辻609-1,,33.9674446,132.7728388,089-960-2500,,089-960-2501,,医療法人  フェニックス,3811110026,,,,,
38201,0000002623,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,居宅療養管理指導,松山市北条辻609-1,,33.9674446,132.7728388,,,,,医療法人  フェニックス,3811110026,,,,,
38201,0000002624,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,通所リハビリテーション,松山市北条辻609ｰ1,,33.9674446,132.7728388,089-960-2500,,089-961-2501,,医療法人  フェニックス,3811110026,,,,,
38201,0000002625,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,介護予防訪問看護,松山市北条辻609-1,,33.9674446,132.7728388,,,,,医療法人  フェニックス,3811110026,,,,,
38201,0000002626,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,介護予防訪問リハビリテーション,松山市北条辻609-1,,33.9674446,132.7728388,089-960-2500,,089-960-2501,,医療法人  フェニックス,3811110026,,,,,
38201,0000002627,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,介護予防居宅療養管理指導,松山市北条辻609-1,,33.9674446,132.7728388,089-960-2500,,,,医療法人  フェニックス,3811110026,,,,,
38201,0000002628,愛媛県,松山市,北条フェニックス脳神経外科,ﾎｳｼﾞｮｳﾌｪﾆｯｸｽﾉｳｼﾝｹｲｹﾞｶ,介護予防通所リハビリテーション,松山市北条辻609ｰ1,,33.9674446,132.7728388,089-960-2500,,089-961-2501,,医療法人  フェニックス,3811110026,,,,,
